id1,id2,id3,latitude,longitude,id4
400137532,1453823779,-1,48.8898,2.245978,4
400137532,1453823297,-1,48.8886,2.246997,4
400137532,1453823142,-1,48.88867,2.246982,4
400137532,1453823267,-1,48.8886,2.246997,4
400137532,1453823222,-1,48.88856,2.246946,4
400137532,1453823257,-1,48.8886,2.246998,4
400137532,1453823241,-1,48.88856,2.246946,4
400137532,1453824128,-1,48.88857,2.246939,4
400137532,1453823703,-1,48.88857,2.246971,4
400137532,1453824174,-1,48.88834,2.246916,4
400137532,1453824128,-1,48.88857,2.246939,4
400137532,1453823285,-1,48.8886,2.246997,4
400137532,1453824180,-1,48.88834,2.246916,4
400137532,1453823241,-1,48.88856,2.246946,4
400137532,1453823323,-1,48.88849,2.246931,4
400137532,1453833000,-1,48.88206,2.247971,4
400137532,1453823248,-1,48.8886,2.246998,4
400137532,1453823690,-1,48.88855,2.24698,4
400137532,1453833015,-1,48.8885,2.246889,4
400137532,1453824186,-1,48.88832,2.246869,4
400137532,1453832897,-1,48.88833,2.246936,4
400137532,1453823222,-1,48.88856,2.246946,4
400137532,1453824186,-1,48.88832,2.246869,4
400137532,1453832907,-1,48.88832,2.246936,4
400137532,1453823693,-1,48.88855,2.24698,4
400137532,1453823693,-1,48.88855,2.24698,4
400137532,1453823827,-1,48.8898,2.245978,4
400137532,1453823690,-1,48.88855,2.24698,4
400137532,1453823096,-1,48.88831,2.246856,4
400137532,1453832897,-1,48.88833,2.246936,4
400137532,1453823257,-1,48.8886,2.246998,4
400137532,1453813867,-1,48.88168,2.248032,4
400137532,1453823264,-1,48.8886,2.246997,4
400158818,1453829637,-1,48.88987,2.24862,1
400158818,1453829874,-1,48.8901,2.248874,1
400158818,1453833338,0.88,48.88821,2.249596,1
400158818,1453831716,-1,48.88998,2.248867,1
400158818,1453829652,-1,48.88984,2.248679,1
400158818,1453829893,-1,48.88972,2.248416,1
400158818,1453829768,-1,48.88972,2.248897,1
400158818,1453829895,-1,48.88993,2.248773,1
400158818,1453833413,-1,48.88798,2.249994,1
400158818,1453831421,-1,48.88986,2.248776,1
400158818,1453833196,-1,48.88932,2.248723,1
400158818,1453833159,-1,48.88959,2.248931,1
400158818,1453833263,0,48.88857,2.249137,1
400158818,1453833262,1.28,48.8881,2.249132,1
400158818,1453829781,-1,48.88974,2.24891,1
400158818,1453833188,-1,48.88971,2.248096,1
400158818,1453833228,-1,48.88917,2.249249,1
400158818,1453833472,-1,48.88798,2.249994,1
400158818,1453833359,-1,48.88798,2.249994,1
400158818,1453829781,-1,48.88974,2.24891,1
400158818,1453833265,1.22,48.88828,2.249671,1
400158818,1453829650,-1,48.88984,2.248679,1
400158818,1453832993,-1,48.88991,2.248765,1
400158818,1453831589,-1,48.88982,2.248824,1
400158818,1453829962,-1,48.88992,2.248774,1
400158818,1453833255,-1,48.88891,2.249717,1
400158818,1453833254,-1,48.88887,2.249642,1
400158818,1453833338,0.88,48.88821,2.249596,1
400158818,1453831475,-1,48.88979,2.248788,1
400158818,1453831716,-1,48.88998,2.248867,1
400158818,1453829650,-1,48.88984,2.248679,1
400158818,1453829860,-1,48.8901,2.249189,1
400158818,1453829652,-1,48.88984,2.248679,1
400158818,1453832094,-1,48.88985,2.248847,1
400158818,1453829768,-1,48.88972,2.248897,1
400158818,1453831474,-1,48.88979,2.248783,1
400158818,1453831421,-1,48.88986,2.248776,1
400158818,1453832993,-1,48.88991,2.248765,1
400158818,1453829832,-1,48.88972,2.249559,1
400158818,1453832095,-1,48.88985,2.248844,1
400158818,1453832166,-1,48.88986,2.248765,1
400158818,1453831590,-1,48.8898,2.248823,1
400158818,1453833134,-1,48.88981,2.248201,1
400158818,1453829962,-1,48.88992,2.248774,1
400158818,1453832166,-1,48.88986,2.248765,1
400158818,1453833338,0.88,48.88821,2.249596,1
400200576,1453825041,-1,48.88762,2.253555,4
400200576,1453825074,-1,48.88762,2.253555,4
400200576,1453826401,-1,48.88762,2.253555,4
400200576,1453826512,-1,48.88762,2.253555,4
400200576,1453826753,-1,48.88762,2.253555,4
400200576,1453825350,-1,48.88683,2.252639,4
400200576,1453825531,-1,48.88749,2.253403,4
400200576,1453826179,-1,48.88762,2.253554,4
400200576,1453826747,-1,48.88762,2.253555,4
400200576,1453825999,-1,48.88758,2.253517,4
400200576,1453826701,-1,48.88762,2.253555,4
400200576,1453825501,-1,48.88749,2.253403,4
400200576,1453826692,-1,48.88762,2.253555,4
400200576,1453826101,-1,48.88762,2.253554,4
400200576,1453825801,-1,48.88758,2.253517,4
400200576,1453832263,-1,48.88598,2.253642,4
400200576,1453834046,-1,48.88499,2.251186,4
400200576,1453832968,-1,48.88577,2.251418,4
400200576,1453834235,-1,48.88829,2.249661,4
400200576,1453826825,-1,48.88642,2.251602,4
400200576,1453832220,-1,48.88484,2.252793,4
400200576,1453834007,-1,48.88762,2.253551,4
400200576,1453834077,-1,48.8875,2.249133,4
400200576,1453830111,-1,48.88762,2.253555,4
400200576,1453834116,-1,48.88819,2.250331,4
400200576,1453826919,-1,48.8851,2.250643,4
400200576,1453834046,-1,48.88545,2.251587,4
400200576,1453834153,-1,48.88837,2.249735,4
400200576,1453830926,-1,48.88757,2.253492,4
400200576,1453834081,-1,48.88816,2.248903,4
400200576,1453827024,-1,48.88681,2.252623,4
400200576,1453833970,-1,48.88755,2.253476,4
400200576,1453834099,-1,48.8883,2.249632,4
400200576,1453830997,-1,48.88762,2.253555,4
400200576,1453834046,-1,48.88606,2.252121,4
400200576,1453834132,-1,48.88837,2.249628,4
400200576,1453830202,-1,48.88494,2.250463,4
400200576,1453830202,-1,48.88575,2.251397,4
400200576,1453834008,-1,48.8873,2.253212,4
400200576,1453829475,-1,48.88762,2.253554,4
400200576,1453833940,-1,48.88755,2.253476,4
400200576,1453830867,-1,48.88757,2.253492,4
400200576,1453834146,-1,48.88819,2.25036,4
400200576,1453833948,-1,48.88755,2.253476,4
400200576,1453829176,-1,48.88762,2.253551,4
400200576,1453832930,-1,48.8849,2.250408,4
400200576,1453830293,-1,48.88494,2.250463,4
400200576,1453832689,-1,48.88576,2.251405,4
400200576,1453834131,-1,48.88787,2.250883,4
400200576,1453834227,-1,48.88829,2.24966,4
400200576,1453832204,-1,48.88485,2.252793,4
400200576,1453834271,-1,48.88818,2.249263,4
400200576,1453830202,-1,48.88529,2.250864,4
400200576,1453834287,-1,48.8877,2.249966,4
400200576,1453830303,-1,48.88577,2.251416,4
400200576,1453832291,-1,48.88575,2.259139,4
400200576,1453832227,-1,48.88484,2.252792,4
400200576,1453832204,-1,48.88485,2.252793,4
400200576,1453829175,-1,48.88762,2.253551,4
400200576,1453834266,-1,48.88823,2.249439,4
400200576,1453827270,-1,48.88749,2.2534,4
400200576,1453834047,-1,48.88777,2.248687,4
410575532,1453813736,-1,48.85818,2.352514,4
410575532,1453880229,-1,48.85744,2.347426,4
410575532,1454069829,-1,48.24489,2.647871,4
410575532,1454065644,-1,48.26434,2.682493,4
410575532,1454014818,23.06,48.7708,2.345007,4
410575532,1453902635,-1,48.82307,2.393152,4
410575532,1453819922,-1,48.88792,2.24751,4
410575532,1454011081,-1,48.87354,2.356598,4
410575532,1453894042,-1,48.83428,2.381654,4
410575532,1453830563,-1,48.862,2.3502,4
410575532,1453883034,-1,48.85751,2.351885,4
410575532,1453882926,-1,48.8575,2.351805,4
410575532,1454014518,20.41,48.81902,2.371109,4
410575532,1454012176,-1,48.87834,2.35331,4
410575532,1453812266,-1,48.86246,2.35528,4
410575532,1454015119,30.89,48.69825,2.313818,4
410575532,1453826092,-1,48.85758,2.351766,4
410575532,1454014217,15.05,48.84494,2.367463,4
410575532,1453916307,-1,48.86069,2.351781,4
410575532,1454067491,-1,48.27979,2.70257,4
410575532,1454015721,33.3,48.56687,2.473169,4
410575532,1454038016,-1,48.24599,2.645772,4
410575532,1453895843,-1,48.81916,2.389713,4
410575532,1453894350,-1,48.82331,2.393768,4
410575532,1454016621,35.36,48.31816,2.619071,4
410575532,1454015420,30.89,48.63771,2.397277,4
410575532,1453819188,-1,48.86651,2.313395,4
410575532,1454013617,10.95,48.87473,2.357405,4
410575532,1454016321,35.39,48.39905,2.554888,4
410575532,1454021264,-1,48.28203,2.759114,4
410575532,1454017223,4.36,48.26245,2.692923,4
410575532,1453795217,-1,48.85748,2.351822,4
410575532,1453925941,11.05,48.86526,2.351997,4
410575532,1453926329,-1,48.87836,2.353369,4
410575532,1454017523,8.08,48.24627,2.648612,4
410575532,1453831166,-1,48.87826,2.353549,4
410575532,1454013917,0,48.86552,2.365232,4
410575532,1454016922,9.07,48.26852,2.713344,4
410575532,1453883805,-1,48.85752,2.351844,4
410575532,1453825769,-1,48.87212,2.307034,4
410575532,1454016021,35.6,48.47975,2.514608,4
410575532,1454066414,-1,48.26685,2.69601,4
410575532,1454067064,-1,48.27353,2.699162,4
410575532,1453903664,-1,48.85631,2.353415,4
410575532,1453965874,-1,48.85756,2.351239,4
410575532,1453965505,-1,48.87234,2.357954,4
410575532,1453819615,-1,48.88415,2.259014,4
410575532,1454069400,-1,48.26708,2.686655,4
410575532,1453893738,-1,48.85331,2.35786,4
410575532,1453812587,-1,48.87578,2.356534,4
400380633,1453827206,-1,48.88756,2.249941,4
400380633,1453837221,0,48.88798,2.251426,4
400380633,1453837294,1.37,48.88763,2.250469,4
400380633,1453837473,-1,48.88594,2.248818,4
400380633,1453837414,0.36,48.88789,2.248671,4
400380633,1453837472,-1,48.88632,2.249161,4
400380633,1453828082,-1,48.88469,2.249785,4
400380633,1453838000,13.37,48.87664,2.265483,4
400380633,1453827794,-1,48.88469,2.249785,4
400380633,1453837470,-1,48.8867,2.249478,4
400380633,1453827812,-1,48.88469,2.249785,4
400380633,1453827237,-1,48.8847,2.249785,4
400380633,1453837219,-1,48.88538,2.254058,4
400380633,1453837119,-1,48.88469,2.249785,4
400380633,1453837870,13.61,48.87486,2.25211,4
400380633,1453837507,-1,48.88573,2.248862,4
400380633,1453837219,-1,48.88766,2.251826,4
400380633,1453827901,-1,48.88469,2.249785,4
400380633,1453837442,-1,48.88735,2.249151,4
400380633,1453837196,-1,48.88449,2.250938,4
400380633,1453837222,0,48.88812,2.251213,4
400380633,1453837414,0.36,48.88789,2.248671,4
400380633,1453837216,-1,48.88521,2.253538,4
400380633,1453837252,0,48.88758,2.251021,4
400380633,1453837512,-1,48.88573,2.248862,4
400380633,1453837597,5.37,48.8854,2.246771,4
400380633,1453837768,9.64,48.87645,2.24567,4
400380633,1453837363,1.57,48.8879,2.248966,4
400380633,1453837243,0.42,48.88779,2.251461,4
400380633,1453837315,2.23,48.88767,2.249882,4
400380633,1453837958,16.91,48.87516,2.258955,4
400380633,1453837703,14.57,48.88094,2.245394,4
400380633,1453826985,0,48.88776,2.249964,4
400380633,1453837119,-1,48.88469,2.249785,4
400380633,1453837216,-1,48.88499,2.252848,4
400380633,1453826985,0,48.88776,2.249964,4
400380633,1453837189,-1,48.8846,2.250329,4
400380633,1453837540,0.46,48.88953,2.244064,4
400380633,1453837342,3.31,48.88795,2.249514,4
400809285,1453832310,14.03,48.86447,2.241739,4
400809285,1453832276,13.8,48.86667,2.247847,4
400809285,1453832351,10.93,48.86481,2.2349,4
400809285,1453842115,-1,48.891,2.215436,4
400809285,1453842111,-1,48.89418,2.221904,4
400809285,1453833579,-1,48.88459,2.202629,4
400809285,1453836982,0,48.87764,2.207909,4
400809285,1453833979,0,48.87777,2.207743,4
400809285,1453842115,-1,48.89201,2.217449,4
400809285,1453836333,-1,48.88277,2.195598,4
400809285,1453842108,-1,48.89382,2.221599,4
400809285,1453833579,-1,48.88186,2.194798,4
400809285,1453842132,-1,48.88931,2.216563,4
400809285,1453832639,9.44,48.87433,2.220962,4
400809285,1453836699,0,48.87767,2.207878,4
400809285,1453833613,-1,48.87976,2.188759,4
400809285,1453844918,-1,48.9172,2.228454,4
400809285,1453845494,1.3077,48.87769,2.207805,4
400809285,1453836982,0,48.87764,2.207909,4
400809285,1453833700,1.62,48.8777,2.207935,4
400809285,1453833577,-1,48.88631,2.215237,4
400809285,1453841874,0,48.87768,2.20776,4
400809285,1453833366,0,48.8777,2.207738,4
400809285,1453833578,-1,48.88786,2.212038,4
400809285,1453833696,-1,48.87931,2.188936,4
400809285,1453833483,0.33,48.87774,2.207716,4
400809285,1453836359,0,48.87751,2.208155,4
400809285,1453832915,0.17,48.87777,2.207536,4
400809285,1453832845,11.09,48.87871,2.20966,4
400809285,1453832915,0.17,48.87777,2.207536,4
400809285,1453837100,0,48.87761,2.207969,4
400809285,1453836363,0.16,48.87776,2.207726,4
400809285,1453832548,4.62,48.87049,2.224542,4
400809285,1453836358,-1,48.88058,2.190456,4
400809285,1453832388,14.38,48.86708,2.229017,4
400809285,1453836333,-1,48.88277,2.195598,4
400809285,1453833483,0.33,48.87774,2.207716,4
400809285,1453832725,0.48,48.87767,2.216384,4
400809285,1453842082,-1,48.8927,2.220643,4
400809285,1453833577,-1,48.89019,2.218736,4
400809285,1453833799,0.18,48.87773,2.207714,4
400809285,1453833979,0,48.87777,2.207743,4
400809285,1453833366,0,48.8777,2.207738,4
400809285,1453841874,0,48.87768,2.20776,4
400809285,1453842115,-1,48.89311,2.219637,4
400809285,1453833122,0.76,48.87771,2.207854,4
400809285,1453833799,0.18,48.87773,2.207714,4
400809285,1453836699,0,48.87767,2.207878,4
400809285,1453842128,-1,48.891,2.215436,4
400809285,1453844961,-1,48.88097,2.211161,4
400809285,1453837100,0,48.87761,2.207969,4
400809285,1453833019,2.5,48.87779,2.208118,4
400809285,1453845475,-1,48.87931,2.187473,4
400809285,1453842093,-1,48.89319,2.221058,4
400809285,1453846875,11.75,48.87224,2.280594,4
400809285,1453845601,0.22,48.87766,2.207918,4
400809285,1453845601,0.22,48.87766,2.207918,4
400809285,1453846543,11.5697,48.87663,2.275556,4
400809285,1453846065,8.25,48.8722,2.220995,4
400809285,1453846386,13.82,48.86987,2.257065,4
400809285,1453845849,4.52,48.87768,2.20735,4
400809285,1453846012,8.61,48.87429,2.220879,4
400809285,1453846306,14.44,48.86543,2.244731,4
400809285,1453845855,7.35,48.87727,2.207199,4
400809285,1453845637,0.63,48.87757,2.208145,4
400809285,1453845879,5.25,48.87652,2.208497,4
400809285,1453846793,2.92,48.87228,2.273721,4
400809285,1453845883,8.95,48.87672,2.208886,4
400809285,1453845637,0.63,48.87757,2.208145,4
400809285,1453846342,13.07,48.86759,2.250727,4
400809285,1453846926,7.15,48.873,2.287317,4
400809285,1453847071,0.88,48.87413,2.300686,4
400809285,1453846065,8.25,48.8722,2.220995,4
400809285,1453845875,5.29,48.87627,2.208107,4
400809285,1453845495,1.33,48.87783,2.20785,4
400809285,1453845869,6.47,48.87635,2.207562,4
400809285,1453846238,8.24,48.86367,2.238295,4
400809285,1453846068,9.92,48.87173,2.221771,4
400809285,1453846193,13.44,48.86605,2.232368,4
400809285,1453846487,12.6025,48.8744,2.269629,4
400809285,1453845721,1.6572,48.8782,2.207368,4
400809285,1453846428,11.33,48.87204,2.263093,4
400809285,1453845650,0.85,48.87788,2.207638,4
400809285,1453846989,6.16,48.87333,2.294441,4
400809285,1453845725,2.46,48.87781,2.20791,4
400809285,1453845860,5.47,48.8769,2.207204,4
400809285,1453846070,9.74,48.87166,2.222016,4
400809285,1453845883,8.95,48.87672,2.208886,4
400809285,1453846067,9.64,48.87181,2.221532,4
400809285,1453845922,11.2,48.8774,2.215626,4
400809285,1453846153,6.93,48.86778,2.225751,4
400809285,1453846070,9.74,48.87166,2.222016,4
400036173,1453831038,-1,48.88613,2.256069,1
400036173,1453831057,-1,48.88747,2.251408,1
400036173,1453831162,-1,48.89131,2.239808,1
401941668,1453880729,-1,48.89145,2.23923,1
401941668,1453880729,-1,48.89145,2.23923,1
401941668,1453880852,-1,48.89009,2.242838,1
401941668,1453880887,-1,48.88741,2.251519,1
401941668,1453880908,16.24,48.88636,2.255324,1
401941668,1453880926,15.73,48.88575,2.257264,1
401941668,1453880939,-1,48.88465,2.260588,1
402666416,1453902409,-1,48.88717,2.247214,4
402666416,1453933912,-1,48.85539,2.383006,4
402666416,1453921236,-1,48.85585,2.38346,4
402666416,1453919581,-1,48.87532,2.30038,4
402666416,1453920421,-1,48.85516,2.361306,4
402666416,1453920066,-1,48.85846,2.34362,4
402666416,1453920933,-1,48.85628,2.376501,4
405349746,1453908165,-1,48.82626,2.267275,4
405349746,1453908238,0,48.82395,2.273816,4
405349746,1453908231,0,48.82395,2.273816,4
405349746,1453908202,2.05,48.82405,2.273574,4
405349746,1453908231,0,48.82395,2.273816,4
405349746,1453908165,-1,48.8273,2.265384,4
405349746,1453908166,-1,48.82784,2.264429,4
405349746,1453908177,1.1883,48.8246,2.273682,4
405349746,1453908178,4.14,48.82436,2.273861,4
405349746,1453965849,-1,48.81759,2.247743,4
405349746,1453908585,-1,48.82154,2.256441,4
405349746,1453908453,13.2,48.82155,2.263422,4
405349746,1453908732,-1,48.81807,2.251077,4
405349746,1453964040,-1,48.81765,2.247708,4
405349746,1453964239,-1,48.81769,2.247737,4
405349746,1453964326,-1,48.81773,2.247678,4
405349746,1453908653,4.81,48.8181,2.251279,4
405349746,1453940509,-1,48.81761,2.247729,4
405349746,1453965828,-1,48.81773,2.247684,4
405349746,1453963736,-1,48.81765,2.247745,4
405349746,1453964239,-1,48.81769,2.247737,4
405349746,1453908468,10.96,48.8214,2.262135,4
405349746,1453908949,1.79,48.81812,2.24723,4
405349746,1453964805,-1,48.8177,2.24773,4
405349746,1453912952,-1,48.82277,2.249231,4
405349746,1453964805,-1,48.8177,2.24773,4
405349746,1453909029,0.33,48.81746,2.247233,4
405349746,1453913247,-1,48.82277,2.249231,4
405349746,1453964326,-1,48.81773,2.247678,4
405349746,1453940462,-1,48.81759,2.247748,4
405349746,1453908637,4.89,48.81836,2.251769,4
405349746,1453908739,1.43,48.81836,2.24717,4
405349746,1453964582,-1,48.81773,2.247674,4
405349746,1453964040,-1,48.81765,2.247708,4
405349746,1453909033,0.8,48.8174,2.247316,4
405349746,1453965730,-1,48.81762,2.247782,4
405349746,1453964190,0,48.8177,2.24767,4
405349746,1453909158,0,48.81738,2.247396,4
405349746,1453908930,2.01,48.81823,2.246702,4
405349746,1453940509,-1,48.81761,2.247729,4
405349746,1453908760,1.6,48.81839,2.246611,4
405349746,1453965099,-1,48.81764,2.247806,4
405349746,1453964582,-1,48.81773,2.247674,4
405349746,1453964656,-1,48.8177,2.247708,4
405349746,1453908790,1.69,48.81819,2.246151,4
405349746,1453963990,-1,48.81769,2.247701,4
405349746,1453909045,0.26,48.81737,2.24738,4
405349746,1453908733,0.8,48.81812,2.247027,4
405349746,1453965849,-1,48.81759,2.247743,4
405349746,1453964991,-1,48.81766,2.247752,4
405349746,1453964656,-1,48.8177,2.247708,4
405349746,1453912973,-1,48.82277,2.249231,4
405349746,1453909025,0.5543,48.81751,2.247163,4
405349746,1453964190,0,48.8177,2.24767,4
405349746,1453908732,-1,48.81807,2.251077,4
405349746,1453940057,-1,48.81761,2.247687,4
405349746,1453909020,0.5692,48.81777,2.247374,4
405349746,1453909158,0,48.81738,2.247396,4
404353065,1453927804,-1,48.81189,2.237004,1
404353065,1453927814,-1,48.81162,2.237263,1
404353065,1453927815,-1,48.81162,2.237263,1
404353065,1453927888,-1,48.80956,2.236205,1
404353065,1453927890,-1,48.80939,2.236334,1
404353065,1453927892,-1,48.8089,2.237955,1
404353065,1453927911,-1,48.80906,2.238805,1
404353065,1453927924,-1,48.80844,2.238985,1
404353065,1453927931,-1,48.80808,2.2397,1
404353065,1453927935,-1,48.80808,2.2397,1
404353065,1453927935,-1,48.80808,2.2397,1
404353065,1453927965,-1,48.80774,2.241859,1
404353065,1453927965,-1,48.80774,2.241859,1
404353065,1453927970,-1,48.80755,2.242409,1
404353065,1453927977,-1,48.80729,2.243055,1
404353065,1453927983,-1,48.80778,2.242733,1
404353065,1453927990,-1,48.80637,2.244676,1
404353065,1453928009,-1,48.80597,2.245768,1
404353065,1453928010,-1,48.80597,2.245768,1
404353065,1453928010,-1,48.80597,2.245768,1
404353065,1453928025,-1,48.80699,2.247315,1
404353065,1453928025,-1,48.80699,2.247315,1
404353065,1453928029,-1,48.80767,2.248341,1
404353065,1453928031,-1,48.80699,2.247315,1
404353065,1453928038,-1,48.80849,2.249561,1
404353065,1453928040,-1,48.80849,2.249561,1
404353065,1453928041,-1,48.80771,2.248454,1
404353065,1453928055,-1,48.80782,2.250096,1
404353065,1453928055,-1,48.80777,2.249397,1
404353065,1453928061,-1,48.80776,2.251217,1
404353065,1453928067,-1,48.80764,2.25186,1
404353065,1453928070,-1,48.80764,2.25186,1
404353065,1453928070,-1,48.80764,2.25186,1
404353065,1453928099,-1,48.80618,2.256453,1
402064069,1453879426,-1,48.88698,2.236337,1
402064069,1453879442,-1,48.89186,2.238192,1
402064069,1453879639,-1,48.88833,2.245277,1
402064069,1453880346,-1,48.86647,2.316753,1
402064069,1453879481,-1,48.89164,2.238567,1
402064069,1453880404,-1,48.86679,2.316373,1
402064069,1453879586,-1,48.89165,2.23826,1
402064069,1453879566,-1,48.89166,2.238451,1
402064069,1453880053,-1,48.87428,2.291109,1
402064069,1453880206,-1,48.86777,2.308446,1
402064069,1453879902,-1,48.8845,2.257385,1
402064069,1453879719,16.57,48.88568,2.25762,1
402064069,1453879719,16.57,48.88568,2.25762,1
402064069,1453880440,-1,48.86574,2.316616,1
402064069,1453879719,16.57,48.88568,2.25762,1
