time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-16T15:05:48.680Z,-7.2494,106.9886,126.71,4.8,mb,,63,3.431,1.15,us,us200050kh,2016-02-16T23:09:22.560Z,"0km ESE of Babakan, Indonesia",earthquake,7.2,6.7,0.065,73,reviewed,us,us
2016-02-16T12:01:42.600Z,15.5705,-104.8367,56.75,4.8,mb,,198,5.317,1.07,us,us200050j5,2016-02-16T20:04:21.333Z,"Off the coast of Michoacan, Mexico",earthquake,11.3,8.2,0.033,291,reviewed,us,us
2016-02-16T10:46:27.440Z,-16.4854,-73.6362,10.37,5.4,mb,,132,3.661,1.14,us,us200050iw,2016-02-17T15:42:38.000Z,"99km W of Camana, Peru",earthquake,7.5,4.2,0.03,389,reviewed,us,us
2016-02-16T05:14:55.690Z,2.274,125.3654,133.95,4.6,mb,,87,2.495,1.11,us,us200050ht,2016-02-16T13:18:06.190Z,"93km NNE of Bitung, Indonesia",earthquake,9,8,0.091,36,reviewed,us,us
2016-02-16T04:04:56.830Z,23.0176,121.0442,10,4.8,mb,,96,0.201,1.1,us,us200050he,2016-02-16T12:07:27.693Z,"30km NNW of Taitung City, Taiwan",earthquake,6.6,1.9,0.061,84,reviewed,us,us
2016-02-16T02:46:01.220Z,22.9822,121.0726,10,4.6,mb,,97,0.163,1.23,us,us200050h7,2016-02-16T03:05:28.807Z,"25km NNW of Taitung City, Taiwan",earthquake,7,1.9,0.107,26,reviewed,us,us
2016-02-15T21:53:30.850Z,1.2427,-85.2811,10,4.6,mb,,85,5.354,0.87,us,us200050fd,2016-02-23T05:53:37.072Z,"Off the coast of Ecuador",earthquake,7.9,1.9,0.058,89,reviewed,us,us
2016-02-15T21:25:59.570Z,-8.2306,159.278,53.16,4.7,mb,,52,1.37,0.83,us,us200050fa,2016-02-23T05:36:34.080Z,"33km SE of Dadali, Solomon Islands",earthquake,10.1,7.3,0.075,54,reviewed,us,us
2016-02-15T19:28:04.190Z,-49.0461,164.4826,10,5.9,mww,,49,3.242,0.83,us,us200050ei,2016-02-23T00:18:46.909Z,"220km NNW of Auckland Island, New Zealand",earthquake,5,1.7,,,reviewed,us,us
2016-02-15T18:55:02.080Z,37.5636,21.7803,29.07,5.3,mww,,37,0.401,1.12,us,us200050cf,2016-02-23T17:05:05.125Z,"14km NE of Zakharo, Greece",earthquake,5.7,3.9,,,reviewed,us,us
2016-02-15T15:02:32.940Z,-20.9773,-175.4802,10,5.9,mwb,,47,5.552,0.65,us,us200050a6,2016-02-16T21:14:14.000Z,"33km WNW of Nuku`alofa, Tonga",earthquake,3.3,1.8,0.036,73,reviewed,us,us
2016-02-15T01:06:13.050Z,-30.3042,-177.6382,35,4.6,mb,,188,1.085,0.92,us,us10004qt9,2016-02-23T04:26:52.634Z,"117km SSE of Raoul Island, New Zealand",earthquake,10.6,2,0.146,14,reviewed,us,us
2016-02-14T19:12:22.230Z,24.8377,123.3064,43.98,4.8,mb,,149,0.456,0.76,us,us2000506f,2016-02-15T03:14:56.186Z,"51km NE of Yonakuni, Japan",earthquake,11.4,8.1,0.148,14,reviewed,us,us
2016-02-14T18:09:26.460Z,30.3018,138.8501,412.8,5.7,mb,,93,2.922,0.88,us,us2000505t,2016-02-17T15:43:18.000Z,"Izu Islands, Japan region",earthquake,10.2,9.1,0.064,88,reviewed,us,us
2016-02-14T17:17:28.500Z,12.1488,-88.0554,58.73,4.5,mb,,194,1.122,0.91,us,us2000505p,2016-02-15T01:20:14.459Z,"93km SW of Jiquilillo, Nicaragua",earthquake,8.7,12.4,0.104,27,reviewed,us,us
2016-02-14T16:33:20.300Z,12.089,-88.1427,10,4.6,mb,,188,1.226,0.64,us,us2000505a,2016-02-15T00:35:50.197Z,"104km SW of Jiquilillo, Nicaragua",earthquake,2.9,1.9,0.059,85,reviewed,us,us
2016-02-14T15:26:28.140Z,-1.0127,-13.7302,10,4.9,mb,,60,6.902,1,us,us20005055,2016-02-14T23:29:08.056Z,"North of Ascension Island",earthquake,10.4,1.9,0.083,46,reviewed,us,us
2016-02-14T14:51:29.620Z,43.0844,17.4261,10,4.5,mb,,24,1.501,0.99,us,us20005051,2016-02-14T22:54:04.695Z,"10km WNW of Komin, Croatia",earthquake,3.7,1.9,0.1,29,reviewed,us,us
2016-02-14T07:33:50.000Z,56.624,-156.4177,56,4.5,ml,159,75.5999939520005,,0.77,ak,ak12813055,2016-02-24T00:14:07.833Z,"99km NNW of Chirikof Island, Alaska",earthquake,0.4,0.8,,,reviewed,ak,ak
2016-02-14T07:10:45.400Z,-17.3955,-171.8211,18.99,5.3,mb,,31,2.456,1.06,us,us2000502w,2016-02-14T15:13:55.851Z,"260km SE of Hihifo, Tonga",earthquake,6.9,3.2,0.038,233,reviewed,us,us
2016-02-14T00:13:43.380Z,-43.5026,172.8427,8.23,5.8,mb,,88,0.245,1.12,us,us20005019,2016-02-16T01:03:26.324Z,"17km ENE of Christchurch, New Zealand",earthquake,4.2,4,0.072,71,reviewed,us,us
2016-02-13T20:45:37.360Z,-9.5228,108.529,31.37,5.1,mb,,89,2.538,1.32,us,us20005005,2016-02-14T04:48:22.168Z,"189km S of Sindangsari, Indonesia",earthquake,7,4.8,0.073,61,reviewed,us,us
2016-02-13T20:31:47.960Z,56.1951,111.9763,21.64,5,mb,,55,8.874,0.78,us,us20005001,2016-02-14T04:34:18.556Z,"17km ENE of Novyy Uoyan, Russia",earthquake,8.6,4.6,0.037,235,reviewed,us,us
2016-02-13T20:14:34.050Z,10.5816,125.2361,213.33,5.1,mb,,159,3.506,0.68,us,us20004zzx,2016-02-14T04:17:05.557Z,"5km E of Hingatungan, Philippines",earthquake,11.1,10.2,0.095,36,reviewed,us,us
2016-02-13T19:59:17.790Z,5.4205,126.4824,87.7,4.6,mb,,93,1.868,0.8,us,us20004zzv,2016-02-14T04:01:44.305Z,"108km ESE of Caburan, Philippines",earthquake,5.3,7,0.063,74,reviewed,us,us
2016-02-13T19:40:21.130Z,36.7048,71.4047,147.4,4.5,mb,,61,0.785,1.27,us,us20004zzk,2016-02-14T03:42:56.961Z,"11km WNW of Ashkasham, Afghanistan",earthquake,6.2,5.1,0.066,67,reviewed,us,us
2016-02-13T17:07:06.000Z,36.4846,-98.7257,8.27,5.1,mww,,17,0.223,1.22,us,us20004zy8,2016-02-21T12:16:51.249Z,"32km NW of Fairview, Oklahoma",earthquake,3,3.7,,,reviewed,us,us
2016-02-13T03:46:45.910Z,-17.0108,-70.9129,114.36,5.2,mb,,128,1.458,1.62,us,us20004zwj,2016-02-13T19:18:24.000Z,"10km NW of Torata, Peru",earthquake,7.5,6.8,0.036,256,reviewed,us,us
2016-02-13T00:59:21.680Z,6.7455,123.7902,581.42,4.7,mb,,44,1.805,0.64,us,us20004zvx,2016-02-13T09:02:05.753Z,"26km WSW of Gadung, Philippines",earthquake,8.5,6.5,0.051,116,reviewed,us,us
2016-02-12T22:32:04.170Z,-19.9191,-70.2961,63.64,4.5,mwr,,155,0.382,1.18,us,us20004zv5,2016-02-13T21:13:30.339Z,"37km NNW of Iquique, Chile",earthquake,4.2,6.7,0.047,43,reviewed,us,us
2016-02-12T20:56:50.050Z,-11.3156,162.7673,9.2,5.1,mb,,84,3.342,1.21,us,us20004zu2,2016-02-13T20:43:42.040Z,"132km SE of Kirakira, Solomon Islands",earthquake,9.1,3.7,0.084,46,reviewed,us,us
2016-02-12T20:41:09.740Z,-7.9493,122.9825,248.26,4.6,mb,,48,1.004,1.29,us,us20004zts,2016-02-13T04:43:53.446Z,"65km NNE of Palue, Indonesia",earthquake,8.2,7.1,0.095,33,reviewed,us,us
2016-02-12T19:19:31.510Z,-11.2148,164.072,35.78,5.1,mb,,87,4.425,0.86,us,us20004zt7,2016-02-13T16:16:22.232Z,"200km WSW of Lata, Solomon Islands",earthquake,8.6,7.4,0.049,135,reviewed,us,us
2016-02-12T18:11:44.830Z,24.8811,123.3898,29.59,4.8,mb,,37,0.537,0.82,us,us20004zsk,2016-02-13T15:04:13.474Z,"60km NE of Yonakuni, Japan",earthquake,6.9,3.8,0.059,89,reviewed,us,us
2016-02-12T15:19:01.890Z,-6.1042,146.7455,57.03,4.8,mb,,46,3.304,0.82,us,us20004zqm,2016-02-12T23:21:41.434Z,"73km NNW of Lae, Papua New Guinea",earthquake,6.4,7.7,0.09,38,reviewed,us,us
2016-02-12T14:09:20.440Z,-16.5514,-173.8165,13.17,4.9,mb,,54,3.282,0.9,us,us20004zq7,2016-02-12T22:11:57.627Z,"66km S of Hihifo, Tonga",earthquake,8,4.9,0.049,132,reviewed,us,us
2016-02-12T12:59:31.190Z,27.084,127.5359,90.82,4.5,mb,,68,0.702,0.83,us,us20004zq1,2016-02-13T07:42:30.766Z,"70km NW of Nago, Japan",earthquake,3.5,8.3,0.082,44,reviewed,us,us
2016-02-12T10:02:23.650Z,-9.7443,119.4511,28,6.3,mww,,49,2.963,1.36,us,us20004zp9,2016-02-14T08:28:09.133Z,"2km S of Lahihagalang, Indonesia",earthquake,6.3,1.8,,,reviewed,us,us
2016-02-12T06:50:29.820Z,-16.362,-72.5505,58.54,4.6,mb,,150,2.905,0.85,us,us20004znt,2016-02-13T04:04:32.448Z,"33km NNE of Camana, Peru",earthquake,3.5,11.9,0.141,15,reviewed,us,us
2016-02-11T23:46:34.290Z,-4.903,152.4479,50.82,4.9,mb,,80,0.726,0.88,us,us20004zma,2016-02-21T02:06:08.029Z,"64km SSE of Kokopo, Papua New Guinea",earthquake,7.4,6,0.05,124,reviewed,us,us
2016-02-11T20:04:09.460Z,-31.2981,-68.7035,114,4.5,mb,,42,0.247,0.84,us,us20004zk3,2016-02-12T07:36:31.644Z,"22km NW of Albardon, Argentina",earthquake,7.4,6.4,0.067,66,reviewed,us,us
2016-02-11T17:00:32.920Z,-25.6731,-13.7383,10.99,5.2,mb,,120,28.964,1.01,us,us20004zj3,2016-02-12T01:03:01.643Z,"Southern Mid-Atlantic Ridge",earthquake,12.8,4.2,0.064,81,reviewed,us,us
2016-02-11T13:47:13.780Z,-16.938,-173.3595,47.64,4.8,mb,,80,3.375,1,us,us20004zhi,2016-02-11T21:49:44.303Z,"117km SSE of Hihifo, Tonga",earthquake,9.2,7.4,0.062,81,reviewed,us,us
2016-02-11T13:10:58.340Z,43.4902,82.7538,18.61,4.9,mb,,74,3.319,0.77,us,us20004zh6,2016-02-11T21:13:38.588Z,"129km ESE of Yining Xian, China",earthquake,8.2,4.4,0.083,46,reviewed,us,us
2016-02-11T07:14:36.810Z,6.7887,-73.032,165.02,4.8,mb,,42,1.469,1.34,us,us20004zge,2016-02-11T15:17:13.050Z,"10km N of Aratoca, Colombia",earthquake,5.3,8.2,0.097,33,reviewed,us,us
2016-02-11T07:02:23.370Z,3.9596,-82.7302,10,4.8,mb,,82,4.46,1.13,us,us20004zgd,2016-02-11T15:05:06.142Z,"South of Panama",earthquake,3.1,1.9,0.1,31,reviewed,us,us
2016-02-11T00:05:43.880Z,-10.1862,119.1527,36.71,4.5,mb,,84,3.411,0.59,us,us20004zen,2016-02-11T08:08:15.162Z,"51km SSW of Bogorawatu, Indonesia",earthquake,6.9,8.5,0.105,27,reviewed,us,us
2016-02-10T21:30:20.300Z,-20.4013,-174.56,41.09,5,mb,,89,4.558,1.33,us,us20004zdp,2016-02-11T05:32:47.935Z,"70km SSW of Pangai, Tonga",earthquake,10.3,6.9,0.071,63,reviewed,us,us
2016-02-10T19:11:48.190Z,-10.1831,161.5868,67.33,5,mb,,89,1.776,0.6,us,us20004zcq,2016-02-11T03:14:33.164Z,"47km NW of Kirakira, Solomon Islands",earthquake,9.6,8.4,0.074,58,reviewed,us,us
2016-02-10T16:54:42.990Z,-31.9877,179.7874,406.05,4.5,mb,,103,3.368,1.1,us,us20004zbe,2016-02-23T02:58:03.700Z,"138km WSW of L'Esperance Rock, New Zealand",earthquake,10.6,5.9,0.087,39,reviewed,us,us
2016-02-10T15:10:33.990Z,-20.229,-174.7023,35,5.4,mb,,19,4.644,1.17,us,us20004zaz,2016-02-23T02:28:14.338Z,"60km SW of Pangai, Tonga",earthquake,4.3,1.9,0.029,402,reviewed,us,us
2016-02-10T12:32:23.580Z,-10.2408,160.8166,46.68,4.8,mb,,110,1.17,0.71,us,us20004z9h,2016-02-10T20:34:59.774Z,"123km W of Kirakira, Solomon Islands",earthquake,6.5,7.8,0.091,37,reviewed,us,us
2016-02-10T11:10:59.330Z,-36.8163,-73.7192,21.94,4.7,mwr,,97,0.43,0.56,us,us20004z99,2016-02-10T12:06:54.459Z,"54km WSW of Talcahuano, Chile",earthquake,5.1,4.7,0.045,47,reviewed,us,us
2016-02-10T08:35:34.850Z,-16.4058,66.8889,10,4.7,mb,,111,16.166,1.3,us,us20004z8y,2016-02-10T16:38:12.176Z,"Mid-Indian Ridge",earthquake,9.6,1.8,0.112,29,reviewed,us,us
2016-02-10T01:14:06.380Z,-30.676,-71.6542,33.84,5.1,mwr,,138,0.016,1.4,us,us20004z6p,2016-02-23T01:20:41.933Z,"44km WSW of Ovalle, Chile",earthquake,5.1,3.1,,,reviewed,us,guc
2016-02-10T01:12:16.400Z,36.53,3.0856,11.22,4.7,mb,,72,3.434,0.97,us,us20004z5z,2016-02-18T01:42:37.483Z,"1km SSE of Bougara, Algeria",earthquake,3.7,4,0.066,69,reviewed,us,us
2016-02-10T01:04:36.970Z,-30.633,-71.5663,29.69,4.8,mb,,94,0.071,0.68,us,us20004z5t,2016-02-23T01:16:43.502Z,"35km W of Ovalle, Chile",earthquake,6.1,4.6,0.153,13,reviewed,us,us
2016-02-10T00:59:55.990Z,-30.6031,-71.6034,21.41,4.7,mb,,126,0.075,0.78,us,us20004z5s,2016-02-23T01:10:38.153Z,"38km W of Ovalle, Chile",earthquake,3.9,4.3,0.097,32,reviewed,us,us
2016-02-10T00:52:58.220Z,-30.6644,-71.5828,30.3,4.8,mb,,49,0.045,0.86,us,us20004z5p,2016-02-23T01:04:22.953Z,"37km WSW of Ovalle, Chile",earthquake,5,4.4,0.125,20,reviewed,us,us
2016-02-10T00:47:09.280Z,-30.5812,-71.6663,28.79,5,mb,,183,0.096,1.01,us,us20004z5r,2016-02-23T01:21:34.685Z,"44km W of Ovalle, Chile",earthquake,4.4,5.1,0.162,12,reviewed,us,us
2016-02-10T00:34:01.390Z,-19.6172,-172.9109,27.7,5,mb,,87,2.868,0.79,us,us20004z5g,2016-02-22T22:38:58.439Z,"152km E of Pangai, Tonga",earthquake,9.8,5.7,0.097,34,reviewed,us,us
2016-02-10T00:33:05.540Z,-30.5784,-71.5925,29,6.3,mww,,45,0.101,0.85,us,us20004z5b,2016-02-19T05:09:00.667Z,"37km W of Ovalle, Chile",earthquake,4.5,1.7,,,reviewed,us,us
2016-02-09T23:41:53.220Z,-6.6912,155.4338,20.91,4.6,mb,,125,4.094,0.78,us,us20004zrg,2016-02-19T04:44:53.398Z,"41km S of Panguna, Papua New Guinea",earthquake,12.8,7.6,0.105,27,reviewed,us,us
2016-02-09T22:37:27.530Z,-22.6558,-66.7913,199.8,4.6,mb,,32,1.959,1.03,us,us20004z4g,2016-02-10T06:40:11.650Z,"112km W of Abra Pampa, Argentina",earthquake,4.5,7.2,0.045,148,reviewed,us,us
2016-02-09T22:35:57.620Z,-16.0085,-172.7268,10,4.7,mb,,115,2.279,1.39,us,us20004z4j,2016-02-10T06:38:25.836Z,"109km E of Hihifo, Tonga",earthquake,5.4,1.9,0.118,22,reviewed,us,us
2016-02-09T21:26:50.260Z,15.9326,-92.2488,212.28,4.9,mb,,130,0.363,1.04,us,us20004z3q,2016-02-10T05:29:30.356Z,"18km N of Chicomuselo, Mexico",earthquake,9,5.7,0.031,317,reviewed,us,us
2016-02-09T14:10:44.300Z,47.8362,153.9583,73.51,4.8,mb,,132,5.792,0.64,us,us20004z0s,2016-02-09T22:13:14.113Z,"Kuril Islands",earthquake,8.4,7.4,0.039,207,reviewed,us,us
2016-02-09T13:50:42.790Z,2.1125,66.8223,10,5,mb,,110,6.377,1.19,us,us20004z0r,2016-02-09T21:53:23.271Z,"Carlsberg Ridge",earthquake,10.5,1.9,0.067,71,reviewed,us,us
2016-02-09T12:28:44.800Z,-57.874,-26.0044,69.61,5.2,mb,,82,6.881,0.67,us,us20004z0a,2016-02-09T20:31:28.549Z,"132km NNE of Bristol Island, South Sandwich Islands",earthquake,8.6,6.6,0.061,88,reviewed,us,us
2016-02-09T12:12:59.250Z,11.1366,-86.7727,38.94,5,mb,,158,1.173,1.06,us,us20004z02,2016-02-09T19:56:33.222Z,"77km SSW of Masachapa, Nicaragua",earthquake,6.7,9.8,0.062,84,reviewed,us,us
2016-02-09T12:12:07.220Z,51.3038,179.6993,57.1,5.3,mb,,106,2.039,1.13,us,us20004z01,2016-02-17T19:16:41.814Z,"72km S of Semisopochnoi Island, Alaska",earthquake,8.6,6.7,0.027,476,reviewed,us,us
2016-02-09T08:18:58.300Z,-15.5061,-73.2766,73.07,4.8,mb,,100,4,0.72,us,us20004yyb,2016-02-21T13:28:00.393Z,"75km SE of Coracora, Peru",earthquake,8.6,6.1,0.083,45,reviewed,us,us
2016-02-09T08:14:18.710Z,1.1492,123.8419,19.74,4.6,mb,,96,3.059,0.83,us,us20004yyc,2016-02-21T13:17:40.767Z,"35km NNW of Lolak, Indonesia",earthquake,10.1,5.5,0.109,25,reviewed,us,us
2016-02-09T07:37:14.360Z,74.1611,-71.6817,14.89,4.5,mb,,43,2.497,0.7,us,us20004yy2,2016-02-21T10:48:53.677Z,"257km NE of Pond Inlet, Canada",earthquake,7.7,4.5,0.064,71,reviewed,us,us
2016-02-09T07:22:44.580Z,28.2928,-43.7599,10,5,mb,,101,29.886,0.67,us,us20004yxy,2016-02-21T10:44:42.160Z,"Northern Mid-Atlantic Ridge",earthquake,6.7,1.8,0.052,117,reviewed,us,us
2016-02-09T07:19:31.760Z,28.3051,-43.6161,10,5.3,mb,,103,19.771,1.01,us,us20004yxx,2016-02-21T10:38:54.118Z,"Northern Mid-Atlantic Ridge",earthquake,11.3,1.8,0.044,169,reviewed,us,us
2016-02-09T05:03:20.080Z,-4.7627,149.7142,601.32,4.9,mb,,57,2.507,0.71,us,us20004yxn,2016-02-09T13:05:54.392Z,"99km NNW of Kimbe, Papua New Guinea",earthquake,9.5,9.8,0.064,77,reviewed,us,us
2016-02-09T02:29:02.720Z,30.6371,86.123,40.24,4.6,mb,,153,7.15,0.96,us,us20004yx3,2016-02-09T10:31:45.662Z,"102km SE of Maindong, China",earthquake,10.7,10,0.102,29,reviewed,us,us
2016-02-09T00:47:01.430Z,23.8896,121.7131,10,4.9,mwr,,76,0.302,0.85,us,us20004ywk,2016-02-19T01:52:56.332Z,"14km SE of Hualian, Taiwan",earthquake,5.8,1.8,0.066,22,reviewed,us,us
2016-02-09T00:40:10.930Z,28.3489,-43.7533,10,4.8,mb,,101,19.685,0.71,us,us20004ywj,2016-02-21T23:58:43.170Z,"Northern Mid-Atlantic Ridge",earthquake,12.1,1.9,0.05,121,reviewed,us,us
2016-02-09T00:39:00.640Z,-42.1199,173.0747,53.72,5.2,mwr,,59,0.378,1.16,us,us20004ywf,2016-02-19T01:30:55.727Z,"59km WNW of Kaikoura, New Zealand",earthquake,3,3.4,0.047,44,reviewed,us,us
2016-02-08T23:26:45.570Z,28.3826,-43.7664,10,5.3,mb,,53,20.482,0.59,us,us20004yvv,2016-02-21T00:58:48.563Z,"Northern Mid-Atlantic Ridge",earthquake,10.5,1.8,0.029,409,reviewed,us,us
2016-02-08T23:03:26.190Z,28.3818,-43.7644,10,5.4,mb,,45,19.692,0.88,us,us20004yvg,2016-02-21T00:55:34.043Z,"Northern Mid-Atlantic Ridge",earthquake,9.7,1.7,0.023,657,reviewed,us,us
2016-02-08T22:50:24.900Z,28.2969,-43.78,10,4.9,mb,,101,20.434,0.57,us,us20004yvn,2016-02-19T04:35:03.966Z,"Northern Mid-Atlantic Ridge",earthquake,11.1,1.9,0.077,53,reviewed,us,us
2016-02-08T21:16:07.880Z,19.5748,-97.4027,34.73,4.7,mb,,123,1.692,1.01,us,us20004yuq,2016-02-18T01:22:12.477Z,"17km W of Perote, Mexico",earthquake,7.5,5.5,0.071,60,reviewed,us,us
2016-02-08T20:59:35.430Z,-19.306,-172.8159,41.97,5.3,mb,,26,8.8,1.35,us,us20004yui,2016-02-09T05:02:17.228Z,"142km ESE of Neiafu, Tonga",earthquake,11.3,6,0.035,267,reviewed,us,us
2016-02-08T20:39:45.690Z,28.3124,-43.831,10,5,mb,,93,29.846,0.76,us,us20004yum,2016-02-10T17:41:52.362Z,"Northern Mid-Atlantic Ridge",earthquake,8.6,1.8,0.04,202,reviewed,us,us
2016-02-08T16:19:13.090Z,-6.6214,154.7073,31.62,6.4,mww,,11,5.895,0.63,us,us20004yr0,2016-02-09T00:21:41.627Z,"92km WSW of Panguna, Papua New Guinea",earthquake,7.1,3.3,,,reviewed,us,us
2016-02-08T15:35:43.430Z,37.0034,14.8933,10,4.6,mb,,153,0.477,1.04,us,us20004yqw,2016-02-08T23:38:19.589Z,"6km S of Palazzolo Acreide, Italy",earthquake,7,1.9,0.103,28,reviewed,us,us
2016-02-08T15:25:14.880Z,5.9587,126.4802,99.75,4.5,mb,,118,1.421,0.95,us,us20004yqr,2016-02-08T17:44:27.205Z,"55km SE of Pondaguitan, Philippines",earthquake,9.5,7,0.085,41,reviewed,us,us
2016-02-08T12:13:19.410Z,-32.074,-71.9747,22.2,4.7,mb,,115,0.988,0.91,us,us20004yq6,2016-02-21T08:53:29.414Z,"81km WNW of La Ligua, Chile",earthquake,6.7,4.7,0.147,14,reviewed,us,us
2016-02-08T12:05:54.510Z,-19.2704,168.5789,43.09,4.9,mb,,78,2.258,1.18,us,us20004yq4,2016-02-21T08:44:47.198Z,"78km WNW of Isangel, Vanuatu",earthquake,8.6,6.2,0.071,62,reviewed,us,us
2016-02-08T09:32:07.650Z,-37.8618,-179.7137,10,4.6,mb,,228,1.598,0.59,us,us20004ypd,2016-02-08T17:34:43.205Z,"218km ENE of Gisborne, New Zealand",earthquake,9.9,2,0.182,9,reviewed,us,us
2016-02-08T00:48:32.220Z,-56.258,-27.2862,96.19,4.5,mb,,126,5.62,0.79,us,us20004ziu,2016-02-23T00:00:53.683Z,"49km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11,10.4,0.171,10,reviewed,us,us
2016-02-08T00:19:31.740Z,-19.4465,-173.0669,23.53,4.8,mb,,48,5.643,1.04,us,us20004ymi,2016-02-19T01:18:25.582Z,"130km SE of Neiafu, Tonga",earthquake,10,4.4,0.091,37,reviewed,us,us
2016-02-07T23:31:10.110Z,27.2437,98.324,16.88,4.5,mb,,80,6.035,0.89,us,us20004ym9,2016-02-23T03:01:55.277Z,"69km SSW of Cikai, China",earthquake,7.4,4.2,0.083,42,reviewed,us,us
2016-02-07T23:02:55.280Z,10.578,127.1679,35,4.6,mb,,111,3.823,0.47,us,us20004zc6,2016-02-22T23:32:40.450Z,"134km ENE of San Isidro, Philippines",earthquake,10.1,2,0.136,16,reviewed,us,us
2016-02-07T20:45:40.810Z,24.2903,123.4745,46.63,4.5,mb,,131,0.457,0.98,us,us20004ylg,2016-02-08T04:48:31.247Z,"51km ESE of Yonakuni, Japan",earthquake,9.8,7.4,0.139,15,reviewed,us,us
2016-02-07T20:05:13.560Z,-22.9784,69.3151,10,4.5,mb,,142,12.715,1.13,us,us20004yl9,2016-02-08T04:07:46.708Z,"Mid-Indian Ridge",earthquake,13.9,1.9,0.125,19,reviewed,us,us
2016-02-07T14:16:56.810Z,36.5279,70.3108,205.91,4.5,mb,,74,0.633,0.55,us,us20004yjp,2016-02-07T22:19:30.858Z,"40km E of Farkhar, Afghanistan",earthquake,6.4,6.3,0.311,3,reviewed,us,us
2016-02-07T10:26:57.680Z,36.0009,139.9797,50.99,4.6,mb,,108,0.286,1.15,us,us20004yin,2016-02-20T13:43:43.071Z,"1km S of Mitsukaido, Japan",earthquake,3.3,5.4,0.055,100,reviewed,us,us
2016-02-07T07:25:39.880Z,14.0863,145.202,90.75,5.1,mb,,58,0.59,0.73,us,us20004yi3,2016-02-07T14:18:50.180Z,"7km S of Rota, Northern Mariana Islands",earthquake,8,5.4,0.038,222,reviewed,us,us
2016-02-07T07:11:45.150Z,-9.0514,158.6616,10,5,mb,,36,1.326,0.79,us,us20004yi0,2016-02-07T15:14:21.557Z,"118km SSW of Dadali, Solomon Islands",earthquake,5,1.8,0.072,62,reviewed,us,us
2016-02-07T02:03:40.400Z,-15.2157,-173.3999,51,5.8,mwb,,41,2.038,0.91,us,us20004yh2,2016-02-09T22:10:15.283Z,"89km NNE of Hihifo, Tonga",earthquake,5.1,1.8,0.038,65,reviewed,us,us
2016-02-07T01:09:48.660Z,36.7777,140.516,4.12,4.6,mb,,128,0.605,0.89,us,us20004ygs,2016-02-07T11:13:06.503Z,"14km E of Daigo, Japan",earthquake,6.1,4.4,0.054,101,reviewed,us,us
2016-02-06T10:12:10.440Z,13.3189,-89.5829,64.22,4.6,mb,,170,0.5,1.18,us,us20004yb8,2016-02-06T18:14:50.090Z,"33km WSW of La Libertad, El Salvador",earthquake,7,7.7,0.057,92,reviewed,us,us
2016-02-06T06:20:22.360Z,-8.9421,-74.497,149.63,4.6,mb,,106,2.143,0.84,us,us20004yaj,2016-02-06T14:22:51.485Z,"61km SSE of Campoverde, Peru",earthquake,8.5,5.4,0.101,29,reviewed,us,us
2016-02-06T04:51:35.900Z,-17.2414,174.9773,10,5.1,mb,,69,2.977,1.08,us,us20004y9m,2016-02-06T12:54:02.692Z,"266km WNW of Nadi, Fiji",earthquake,9.5,1.9,0.05,129,reviewed,us,us
2016-02-06T01:39:18.300Z,-17.0008,174.9465,10,5.5,mb,,46,3.057,0.79,us,us20004y98,2016-02-10T02:59:49.000Z,"276km WNW of Nadi, Fiji",earthquake,7.2,1.7,0.047,157,reviewed,us,us
2016-02-06T00:54:42.500Z,-23.3694,-179.1364,519.17,4.5,mb,,126,9.591,0.68,us,us20004z9w,2016-02-22T06:25:21.531Z,"South of the Fiji Islands",earthquake,13.1,17.1,0.094,33,reviewed,us,us
2016-02-05T23:16:45.170Z,38.2787,141.7152,45.34,4.5,mb,,151,0.837,1.05,us,us20004z28,2016-02-22T00:28:56.942Z,"39km ESE of Ishinomaki, Japan",earthquake,4.4,10.6,0.18,9,reviewed,us,us
2016-02-05T23:01:26.900Z,34.87,25.8125,10,4.7,mb,,52,0.864,1.13,us,us20004y80,2016-02-19T00:58:48.124Z,"17km SSE of Ierapetra, Greece",earthquake,6,1.8,0.053,107,reviewed,us,us
2016-02-05T22:09:12.420Z,24.5018,142.3471,54.71,4.6,mb,,146,2.587,0.55,us,us20004z24,2016-02-22T00:13:37.176Z,"107km ESE of Iwo Jima, Japan",earthquake,10.2,9.6,0.151,13,reviewed,us,us
2016-02-05T20:31:06.310Z,-0.5469,96.996,29.51,4.5,mb,,115,1.927,1.15,us,us20004z2a,2016-02-09T21:49:21.969Z,"231km WNW of Sikabaluan, Indonesia",earthquake,7.5,5.3,0.106,29,reviewed,us,us
2016-02-05T20:11:08.950Z,-5.3383,141.6224,10.22,5.1,mb,,30,2.95,1.01,us,us20004y6q,2016-02-09T21:30:17.077Z,"94km NNE of Kiunga, Papua New Guinea",earthquake,6.4,3.7,0.061,87,reviewed,us,us
2016-02-05T19:57:27.390Z,22.9387,120.5928,23,6.4,mww,,14,0.361,1.21,us,us20004y6h,2016-02-17T06:19:31.522Z,"24km SSE of Yujing, Taiwan",earthquake,4.7,1.7,,,reviewed,us,us
