time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-05T18:44:56.370Z,-4.4965,153.7612,79.35,4.6,mb,,107,1.621,0.74,us,us20004z21,2016-02-09T18:38:05.338Z,"80km E of Taron, Papua New Guinea",earthquake,8.6,7.8,0.105,29,reviewed,us,us
2016-02-05T17:48:43.180Z,-4.4354,153.6156,96.77,5.1,mb,,27,1.468,0.96,us,us20004y63,2016-02-09T17:27:49.524Z,"64km E of Taron, Papua New Guinea",earthquake,7,5.9,0.047,147,reviewed,us,us
2016-02-05T17:44:45.440Z,-7.8183,-74.5938,146.2,4.7,mb,,72,1.873,1.02,us,us20004y62,2016-02-13T14:57:01.217Z,"62km N of Pucallpa, Peru",earthquake,6.7,3.4,0.056,96,reviewed,us,us
2016-02-05T16:20:11.640Z,27.8396,85.2486,25.95,5.2,mb,,145,0.139,1.16,us,us20004y4t,2016-02-08T14:52:03.261Z,"16km NNW of Kathmandu, Nepal",earthquake,8.2,5.7,0.082,49,reviewed,us,us
2016-02-05T14:12:19.670Z,-19.0752,169.0573,107.78,4.9,mb,,68,2.406,1.35,us,us20004y2m,2016-02-19T10:42:35.717Z,"56km NNW of Isangel, Vanuatu",earthquake,7.1,6,0.069,67,reviewed,us,us
2016-02-05T13:42:12.160Z,-18.7963,168.2547,42.45,4.8,mb,,69,2.189,0.76,us,us20004y2i,2016-02-19T09:50:14.127Z,"117km S of Port-Vila, Vanuatu",earthquake,8.2,6.4,0.121,21,reviewed,us,us
2016-02-05T10:44:40.050Z,-36.1344,-73.7512,12.9,4.5,mb,,164,1.86,0.75,us,us20004y11,2016-02-05T18:47:10.977Z,"86km NW of Talcahuano, Chile",earthquake,6.5,4.4,0.163,12,reviewed,us,us
2016-02-05T07:05:07.590Z,-20.9542,-67.4469,215.6,4.5,mb,,65,1.792,0.53,us,us20004y08,2016-02-05T15:07:52.089Z,"84km SW of Uyuni, Bolivia",earthquake,8.4,9.8,0.191,8,reviewed,us,us
2016-02-05T07:02:19.610Z,36.3624,139.1131,141.55,4.6,mb,,71,0.75,0.98,us,us20004y07,2016-02-06T07:25:18.721Z,"5km SE of Maebashi-shi, Japan",earthquake,4.2,5.7,0.101,29,reviewed,us,us
2016-02-05T05:28:08.570Z,-31.0814,-71.6656,26.68,4.9,mb,,149,0.407,0.84,us,us20004xzw,2016-02-05T18:59:42.040Z,"69km SW of Ovalle, Chile",earthquake,5.8,5.4,0.062,83,reviewed,us,us
2016-02-05T05:24:40.520Z,-31.074,-71.7623,25.85,5,mb,,144,0.413,0.76,us,us20004xzv,2016-02-05T13:27:23.096Z,"75km SW of Ovalle, Chile",earthquake,4.6,5.2,0.058,94,reviewed,us,us
2016-02-05T05:00:46.800Z,13.7502,122.3733,10,5.2,mb,,89,7.349,0.97,us,us20004xzs,2016-02-05T13:03:27.428Z,"8km ESE of San Francisco, Philippines",earthquake,8.5,1.9,0.054,115,reviewed,us,us
2016-02-05T04:12:56.970Z,-5.3662,151.6315,64.93,4.6,mb,,78,1.282,0.79,us,us20004xzk,2016-02-05T12:15:40.283Z,"132km SSW of Kokopo, Papua New Guinea",earthquake,9.6,9.4,0.103,28,reviewed,us,us
2016-02-04T23:45:35.540Z,19.3267,145.8373,116.85,4.8,mb,,79,4.063,0.52,us,us20004xyk,2016-02-15T02:01:44.820Z,"64km NNE of Agrihan, Northern Mariana Islands",earthquake,8.9,6.9,0.037,230,reviewed,us,us
2016-02-04T22:45:09.690Z,-55.4201,-27.8039,20.58,4.7,mb,,104,5.145,0.46,us,us20004y0g,2016-02-16T04:06:40.940Z,"147km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.1,6.6,0.118,22,reviewed,us,us
2016-02-04T22:41:37.280Z,13.8264,122.2497,24.44,5.2,mb,,35,1.303,0.81,us,us20004xxv,2016-02-15T00:29:58.750Z,"4km SW of Rosario, Philippines",earthquake,6.9,4.2,0.046,156,reviewed,us,us
2016-02-04T22:19:52.620Z,0.8016,-28.4605,10,4.6,mb,,148,9.927,0.71,us,us20004yzi,2016-02-16T05:07:27.103Z,"Central Mid-Atlantic Ridge",earthquake,6.1,1.9,0.132,17,reviewed,us,us
2016-02-04T17:55:01.110Z,-31.0398,-71.7629,27.24,5,mb,,113,0.381,0.85,us,us20004x4m,2016-02-04T19:55:04.249Z,"72km SW of Ovalle, Chile",earthquake,6.1,4.3,0.041,193,reviewed,us,us
2016-02-04T16:13:04.040Z,1.5866,126.4346,10,5.3,mb,,20,1.234,0.97,us,us20004x3g,2016-02-09T15:47:48.559Z,"136km NW of Kota Ternate, Indonesia",earthquake,6.8,1.7,0.044,175,reviewed,us,us
2016-02-04T15:30:49.830Z,14.2695,93.2464,10,5.1,mb,,46,2.643,0.96,us,us20004x3a,2016-02-09T15:18:16.199Z,"290km NNE of Bamboo Flat, India",earthquake,7,1.7,0.047,144,reviewed,us,us
2016-02-04T12:43:59.920Z,-1.5034,28.3545,10,5.1,mb,,85,2.546,1.34,us,us20004x2l,2016-02-04T13:51:25.087Z,"77km W of Sake, Democratic Republic of the Congo",earthquake,10.8,1.9,0.075,58,reviewed,us,us
2016-02-04T08:54:34.370Z,-30.1702,-177.202,10,4.6,mb,,108,1.118,0.85,us,us20004yzn,2016-02-24T14:32:18.149Z,"120km SSE of Raoul Island, New Zealand",earthquake,8,1.9,0.136,16,reviewed,us,us
2016-02-04T08:52:15.610Z,-30.487,-177.5665,10,5,mb,,82,1.277,1.02,us,us20004x15,2016-02-24T14:27:27.418Z,"139km SSE of Raoul Island, New Zealand",earthquake,8.7,1.6,0.105,29,reviewed,us,us
2016-02-04T07:49:51.920Z,-33.2076,-179.0436,10,4.5,mb,,158,4.063,1.13,us,us20004yz5,2016-02-24T14:10:41.736Z,"197km S of L'Esperance Rock, New Zealand",earthquake,8.3,1.7,0.163,11,reviewed,us,us
2016-02-04T07:13:44.940Z,-63.2031,169.1413,10,4.9,mb,,69,14.571,0.8,us,us20004x0t,2016-02-24T13:54:22.690Z,"Balleny Islands region",earthquake,10.9,1.9,0.11,26,reviewed,us,us
2016-02-04T06:59:27.130Z,-6.3994,147.4642,75.3,5.1,mb,,41,3.001,0.99,us,us20004x0k,2016-02-04T15:02:08.975Z,"50km WNW of Finschhafen, Papua New Guinea",earthquake,7.8,7.5,0.059,93,reviewed,us,us
2016-02-04T00:58:42.640Z,-30.5136,-177.4003,10,4.9,mb,,126,1.345,1.22,us,us20004wz8,2016-02-04T09:01:08.767Z,"146km SSE of Raoul Island, New Zealand",earthquake,5.8,1.9,0.129,19,reviewed,us,us
2016-02-04T00:48:11.880Z,-30.5407,-177.6348,10,5.1,mb,,80,1.316,0.96,us,us20004wz7,2016-02-04T08:51:12.964Z,"143km S of Raoul Island, New Zealand",earthquake,7.5,1.7,0.082,48,reviewed,us,us
2016-02-04T00:07:46.390Z,-30.5576,-177.6897,10,5.2,mb,,121,1.324,0.6,us,us20004wyx,2016-02-04T08:10:14.973Z,"144km S of Raoul Island, New Zealand",earthquake,8.9,1.9,0.061,88,reviewed,us,us
2016-02-03T21:01:07.840Z,19.2835,121.214,10,4.8,mb,,119,3.518,0.69,us,us20004wxr,2016-02-04T05:03:47.450Z,"74km N of Namuac, Philippines",earthquake,9.2,1.9,0.062,79,reviewed,us,us
2016-02-03T20:31:25.000Z,60.3334,-153.546,188.8,4.5,ml,150,57.5999953920004,,0.81,ak,ak12660035,2016-02-15T18:57:38.248Z,"47km WSW of Redoubt Volcano, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-02-03T20:27:28.110Z,-10.0667,123.5749,10,5.2,mb,,50,0.749,1.13,us,us20004wxd,2016-02-04T01:36:55.516Z,"11km N of Kupang, Indonesia",earthquake,4.8,1.7,0.067,74,reviewed,us,us
2016-02-03T18:27:51.190Z,52.8634,107.643,10,4.5,mb,,43,5.018,0.78,us,us20004wx2,2016-02-04T02:08:31.562Z,"40km WSW of Turka, Russia",earthquake,9.2,1.9,0.078,49,reviewed,us,us
2016-02-03T17:59:40.770Z,36.8816,141.1555,10,4.7,mb,,123,1.012,0.74,us,us20004wwt,2016-02-03T23:32:13.376Z,"30km SE of Iwaki, Japan",earthquake,5,1.9,0.07,63,reviewed,us,us
2016-02-03T16:30:34.050Z,-30.2353,75.4473,10,4.7,mb,,78,41.87,0.99,us,us20004y5j,2016-02-18T04:51:10.898Z,"Mid-Indian Ridge",earthquake,7.9,1.9,0.159,12,reviewed,us,us
2016-02-03T16:05:12.160Z,6.3439,125.5444,67.52,4.6,mb,,75,0.721,1.14,us,us20004wtr,2016-02-18T04:40:08.722Z,"4km SW of Bolila, Philippines",earthquake,3.6,6.4,0.077,50,reviewed,us,us
2016-02-03T11:54:30.240Z,-10.8178,164.5447,10,4.9,mb,,58,4.729,0.65,us,us20004wt4,2016-02-03T19:57:14.617Z,"141km W of Lata, Solomon Islands",earthquake,7.4,1.7,0.084,45,reviewed,us,us
2016-02-03T11:44:46.850Z,47.362,153.9539,27.64,5,mb,,133,6.233,1.12,us,us20004wt3,2016-02-03T19:47:24.209Z,"Kuril Islands",earthquake,9.1,5.9,0.035,261,reviewed,us,us
2016-02-03T03:00:27.550Z,17.0595,-84.7175,15.18,4.5,mb,,43,3.87,1.45,us,us20004wrk,2016-02-03T11:02:56.937Z,"92km WSW of Great Swan Island, Honduras",earthquake,6.2,5.1,0.08,46,reviewed,us,us
2016-02-02T22:26:20.050Z,-21.7621,-68.4518,124.95,4.5,mb,,31,0.735,0.6,us,us20004wqj,2016-02-03T06:29:06.777Z,"92km NNE of Calama, Chile",earthquake,5.2,6.8,0.106,26,reviewed,us,us
2016-02-02T19:36:18.340Z,16.8625,-86.1983,10,4.8,mb,,23,2.975,1.35,us,us20004wnp,2016-02-10T15:33:57.188Z,"58km NW of Savannah Bight, Honduras",earthquake,7.3,1.9,0.032,300,reviewed,us,us
2016-02-02T14:19:22.260Z,25.5866,123.4665,188.27,5.7,mwb,,28,1.188,0.82,us,us20004wk0,2016-02-05T15:54:55.000Z,"132km NNE of Yonakuni, Japan",earthquake,6.3,2.7,0.063,24,reviewed,us,us
2016-02-02T13:32:52.270Z,12.704,-89.8818,10,4.6,mb,,197,1.164,1.52,us,us20004wjv,2016-02-24T20:12:41.096Z,"98km S of Acajutla, El Salvador",earthquake,5.3,1.8,0.053,107,reviewed,us,us
2016-02-02T13:20:36.750Z,34.7456,89.2272,11.97,4.5,mb,,155,13.126,0.67,us,us20004y3z,2016-02-24T19:26:05.887Z,"298km WNW of Tanggulashan, China",earthquake,17,5.9,0.119,21,reviewed,us,us
2016-02-02T13:03:19.810Z,13.753,120.8959,121.56,4.6,mb,,69,0.349,0.8,us,us20004y3u,2016-02-24T17:45:12.895Z,"0km NW of Solo, Philippines",earthquake,11.2,5.4,0.086,41,reviewed,us,us
2016-02-02T07:18:34.680Z,14.922,-60.5618,47.14,4.9,mb,,68,0.336,0.84,us,us20004wi2,2016-02-23T03:40:47.331Z,"47km ENE of Petite Riviere Salee, Martinique",earthquake,6,6.3,0.051,122,reviewed,us,us
2016-02-02T07:01:00.570Z,40.0345,77.686,14.26,4.7,mb,,71,2.123,0.81,us,us20004why,2016-02-16T08:40:03.333Z,"139km ENE of Arzak, China",earthquake,6.6,4.3,0.088,39,reviewed,us,us
2016-02-02T05:38:35.330Z,-6.1566,149.4597,61.24,4.8,mb,,68,3.326,0.87,us,us20004whx,2016-02-02T13:41:10.536Z,"12km NW of Kandrian, Papua New Guinea",earthquake,10.4,7.4,0.102,30,reviewed,us,us
2016-02-02T05:31:48.460Z,39.6666,142.9534,17.48,5.6,mb,,86,2.351,1.18,us,us20004whr,2016-02-05T15:54:53.000Z,"85km E of Miyako, Japan",earthquake,6.8,4.1,0.027,487,reviewed,us,us
2016-02-01T22:47:51.310Z,55.0878,162.1728,49.18,4.7,mb,,102,2.93,1.2,us,us20004wen,2016-02-12T00:15:35.213Z,"128km S of Ust'-Kamchatsk Staryy, Russia",earthquake,6.3,6.5,0.041,180,reviewed,us,us
2016-02-01T22:34:47.480Z,71.8666,-1.4871,10,4.6,mb,,84,6.751,0.93,us,us20004weh,2016-02-12T00:12:40.029Z,"278km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.4,1.9,0.062,77,reviewed,us,us
2016-02-01T21:45:57.690Z,-22.5579,-66.0461,245.7,4.5,mb,,29,2.648,1.05,us,us20004we3,2016-02-11T23:58:43.426Z,"40km WNW of Abra Pampa, Argentina",earthquake,8.3,6.4,0.151,13,reviewed,us,us
2016-02-01T19:00:45.150Z,-30.9208,179.985,382.42,6.2,mwc,,25,2.461,1.64,us,us20004wck,2016-02-05T15:54:52.000Z,"120km WNW of L'Esperance Rock, New Zealand",earthquake,9.1,4.2,0.103,9,reviewed,us,us
2016-02-01T17:52:08.800Z,-23.7794,-177.7374,241.98,4.9,mb,,53,5.446,0.61,us,us20004way,2016-02-02T01:54:48.369Z,"South of the Fiji Islands",earthquake,7.2,5.8,0.039,209,reviewed,us,us
2016-02-01T16:45:30.620Z,13.9988,-89.9365,131.69,4.5,mb,,108,0.685,0.85,us,us20004wai,2016-02-24T17:11:56.296Z,"10km N of Tacuba, El Salvador",earthquake,8.2,6.2,0.051,113,reviewed,us,us
2016-02-01T16:35:16.260Z,-25.4121,179.944,486.46,4.5,mb,,76,4.26,1.13,us,us20004waa,2016-02-24T17:04:35.971Z,"South of the Fiji Islands",earthquake,12.2,7.5,0.09,36,reviewed,us,us
2016-02-01T14:25:48.480Z,10.5643,-83.0239,10,4.6,mb,,56,0.578,1.11,us,us20004w9y,2016-02-01T22:28:31.638Z,"61km NNE of Matina, Costa Rica",earthquake,4,1.9,0.386,2,reviewed,us,us
2016-02-01T12:30:38.080Z,3.7232,126.9778,55.73,4.6,mb,,117,2.957,0.89,us,us20004x47,2016-02-16T07:57:14.762Z,"248km NNW of Tobelo, Indonesia",earthquake,6.5,8.2,0.116,22,reviewed,us,us
2016-02-01T03:17:45.530Z,46.7098,152.5924,53.47,4.7,mb,,102,6.75,0.81,us,us20004w8h,2016-02-09T02:02:03.994Z,"Kuril Islands",earthquake,9.5,5.9,0.063,77,reviewed,us,us
2016-02-01T01:41:35.750Z,-17.7931,-174.8199,148.86,4.5,mb,,90,4.816,1.18,us,us20004w89,2016-02-05T04:01:12.054Z,"129km NW of Neiafu, Tonga",earthquake,10.9,5.7,0.072,56,reviewed,us,us
2016-01-31T23:23:46.510Z,-6.9245,155.1536,10,5.3,mb,,32,4.028,1.43,us,us20004w7h,2016-02-14T23:40:08.660Z,"76km SSW of Panguna, Papua New Guinea",earthquake,7.9,1.4,0.059,97,reviewed,us,us
2016-01-31T23:03:28.380Z,-7.1671,155.1424,10,4.5,mb,,64,4.186,1,us,us20004w7d,2016-02-14T23:36:14.785Z,"101km SSW of Panguna, Papua New Guinea",earthquake,4.5,1.6,0.107,26,reviewed,us,us
2016-01-31T23:01:45.240Z,-63.3233,168.4659,10,4.6,mb,,111,10.11,0.61,us,us20004x29,2016-02-16T03:17:23.792Z,"Balleny Islands region",earthquake,9.6,1.8,0.129,18,reviewed,us,us
2016-01-31T18:43:03.930Z,-16.9682,168.2272,214.32,4.9,mb,,79,1.804,0.72,us,us20004w6f,2016-02-01T02:45:36.939Z,"85km N of Port-Vila, Vanuatu",earthquake,7.1,7.5,0.084,44,reviewed,us,us
2016-01-31T17:39:00.280Z,-63.2868,169.1522,10,6,mwb,,119,14.488,1.13,us,us20004w6c,2016-02-05T15:54:51.000Z,"Balleny Islands region",earthquake,9.2,1.9,,,reviewed,us,us
2016-01-31T16:42:06.320Z,16.0503,-61.6197,114.51,4.8,mb,,38,0.019,0.72,us,us20004w63,2016-02-24T15:28:51.150Z,"5km W of Capesterre-Belle-Eau, Guadeloupe",earthquake,5.4,3.4,0.036,243,reviewed,us,us
2016-01-31T16:25:27.450Z,36.5917,-3.0519,10,4.9,mb,,55,1.917,0.58,us,us20004w5y,2016-02-24T15:10:25.288Z,"17km S of Adra, Spain",earthquake,6.1,1.8,0.055,107,reviewed,us,us
2016-01-31T16:20:42.810Z,-2.8737,147.2094,10,4.8,mb,,94,0.839,0.81,us,us20004w5w,2016-02-24T14:27:07.177Z,"94km S of Lorengau, Papua New Guinea",earthquake,6,1.8,0.112,25,reviewed,us,us
2016-01-31T14:33:10.920Z,-59.7194,-26.2219,10,4.8,mb,,60,9.264,0.75,us,us20004x1z,2016-02-23T21:42:07.721Z,"78km SSE of Bristol Island, South Sandwich Islands",earthquake,11.3,1.8,0.071,61,reviewed,us,us
2016-01-31T14:29:14.390Z,1.3888,-98.7632,9.1,4.6,mb,,160,8.72,0.18,us,us20004x1y,2016-02-23T20:28:41.381Z,"West of the Galapagos Islands",earthquake,16.1,7.9,0.385,2,reviewed,us,us
2016-01-31T11:38:36.500Z,8.8083,-82.812,14.03,4.8,mb,,43,0.123,1.08,us,us20004w57,2016-02-15T13:11:08.167Z,"3km NE of Monte Lirio, Panama",earthquake,5.7,4.6,0.064,75,reviewed,us,us
2016-01-31T11:34:56.450Z,-24.2644,-179.6782,510.93,4.5,mb,,101,5.201,1.25,us,us20004x1u,2016-02-15T13:03:25.746Z,"South of the Fiji Islands",earthquake,14,8,0.106,26,reviewed,us,us
2016-01-31T11:05:48.510Z,-8.1584,124.2186,181.71,4.5,mb,,57,1.587,1.06,us,us20004w53,2016-02-15T12:38:47.264Z,"128km NW of Atambua, Indonesia",earthquake,8.5,7.1,0.115,22,reviewed,us,us
2016-01-31T07:42:50.560Z,-21.9577,-68.1012,118.87,4.8,mb,,67,0.993,0.91,us,us20004w4e,2016-01-31T15:45:32.567Z,"102km ENE of Calama, Chile",earthquake,8,4.9,0.154,13,reviewed,us,us
2016-01-31T07:41:51.370Z,-8.3518,-74.2185,159.55,5,mb,,58,1.621,0.88,us,us20004w4h,2016-01-31T15:44:26.066Z,"37km E of Pucallpa, Peru",earthquake,7.7,3.1,0.037,232,reviewed,us,us
2016-01-31T02:50:05.570Z,-2.8756,147.1274,10,5.6,mb,,24,0.86,1.14,us,us20004w3k,2016-02-05T15:54:50.000Z,"95km S of Lorengau, Papua New Guinea",earthquake,6.7,1.9,0.047,170,reviewed,us,us
2016-01-30T23:46:44.220Z,-2.8743,147.1826,10,5.3,mb,,53,0.845,0.7,us,us20004w34,2016-01-31T07:49:24.178Z,"94km S of Lorengau, Papua New Guinea",earthquake,7.2,1.9,0.061,91,reviewed,us,us
2016-01-30T22:23:53.760Z,-7.0039,155.159,10,5.1,mb,,66,4.085,1.06,us,us20004w2w,2016-01-31T06:26:26.575Z,"84km SSW of Panguna, Papua New Guinea",earthquake,8.8,1.9,0.072,63,reviewed,us,us
2016-01-30T17:29:58.270Z,2.9842,126.947,48.95,4.8,mb,,47,2.237,0.75,us,us20004w26,2016-02-03T15:01:42.968Z,"182km NW of Tobelo, Indonesia",earthquake,7.1,6.6,0.065,73,reviewed,us,us
2016-01-30T17:23:33.930Z,43.9167,147.8515,57.99,5,mb,,161,3.798,0.68,us,us20004w22,2016-02-03T14:52:43.086Z,"91km E of Shikotan, Russia",earthquake,8.7,7.1,0.043,170,reviewed,us,us
2016-01-30T13:50:34.920Z,-2.5078,133.3216,38.8,4.7,mb,,139,1.146,1.36,us,us20004w1h,2016-01-30T21:53:09.305Z,"200km SSW of Manokwari, Indonesia",earthquake,6,7.2,0.118,22,reviewed,us,us
2016-01-30T13:28:19.440Z,-33.212,-72.3568,15.74,4.6,mb,,190,0.632,1.13,us,us20004w1c,2016-01-30T21:31:01.333Z,"70km WSW of Valparaiso, Chile",earthquake,4,5.5,0.192,8,reviewed,us,us
2016-01-30T12:37:20.650Z,10.1519,125.6466,87.82,4.7,mb,,100,3.063,0.83,us,us20004ww3,2016-02-15T09:09:05.805Z,"13km ESE of Libjo, Philippines",earthquake,12.1,6.8,0.099,31,reviewed,us,us
2016-01-30T12:02:47.630Z,-3.1401,146.9814,13,5.5,mwb,,30,1.155,1.06,us,us20004w14,2016-02-15T08:55:24.990Z,"127km SSW of Lorengau, Papua New Guinea",earthquake,7.3,1.8,0.065,23,reviewed,us,us
2016-01-30T11:11:44.700Z,-59.0091,-25.7367,103.11,4.5,mb,,75,7.582,0.42,us,us20004ww0,2016-02-15T08:37:19.087Z,"44km E of Bristol Island, South Sandwich Islands",earthquake,11.6,7.5,0.172,10,reviewed,us,us
2016-01-30T10:04:11.770Z,-4.1831,126.4005,16.43,4.6,mb,,62,5.015,0.73,us,us20004w0w,2016-01-30T18:06:54.016Z,"46km SSW of Leksula, Indonesia",earthquake,5.9,5.1,0.1,30,reviewed,us,us
2016-01-30T08:34:59.800Z,-9.916,126.848,10,4.7,mb,,54,2.548,1.07,us,us20004w0n,2016-02-24T07:17:19.767Z,"179km SE of Ainaro, East Timor",earthquake,7,1.9,0.117,22,reviewed,us,us
2016-01-30T06:53:49.780Z,54.1757,158.7002,156.82,4.6,mb,,93,1.155,0.65,us,us20004w0g,2016-02-20T14:22:15.992Z,"112km N of Yelizovo, Russia",earthquake,10.5,7.7,0.093,34,reviewed,us,us
2016-01-30T05:35:21.140Z,-9.8322,126.8093,10,4.5,mb,,53,2.506,1.11,us,us20004w04,2016-02-20T14:08:22.068Z,"170km ESE of Ainaro, East Timor",earthquake,7.2,1.9,0.164,11,reviewed,us,us
2016-01-30T03:42:23.300Z,53.986,158.6429,167.82,5.1,mb,,84,0.964,0.75,us,us20004vwj,2016-01-30T11:44:58.492Z,"90km N of Yelizovo, Russia",earthquake,9.6,6.6,0.061,87,reviewed,us,us
2016-01-30T03:25:10.750Z,54.0057,158.5128,163.22,7.2,mww,,17,0.987,0.89,us,us20004vvx,2016-02-20T01:23:04.698Z,"91km N of Yelizovo, Russia",earthquake,7.2,3,,,reviewed,us,us
2016-01-30T02:52:48.050Z,52.022,178.3734,100.3,4.9,mb,,89,2.712,0.77,us,us20004vvs,2016-02-09T01:58:48.439Z,"12km NW of Little Sitkin Island, Alaska",earthquake,8.6,6.3,0.038,218,reviewed,us,us
2016-01-30T01:52:36.050Z,-17.3312,-178.0874,413.08,4.8,mb,,40,3.705,0.87,us,us20004vvd,2016-01-30T09:55:19.744Z,"287km ESE of Lambasa, Fiji",earthquake,10.4,5.6,0.042,172,reviewed,us,us
2016-01-30T00:30:52.570Z,41.0363,-127.3842,10,5,mww,,106,2.542,0.89,us,us20004vq9,2016-02-14T23:14:24.656Z,"268km WNW of Ferndale, California",earthquake,7.2,1.9,,,reviewed,us,us
2016-01-30T00:28:41.960Z,40.9167,-127.2074,10,5.1,mww,,73,2.354,1.13,us,us20004vq3,2016-02-14T06:42:23.482Z,"251km W of Ferndale, California",earthquake,6.3,1.8,,,reviewed,us,us
2016-01-30T00:16:39.840Z,48.529,153.4649,152.94,5.2,mb,,48,5.311,1.05,us,us20004vpy,2016-02-14T06:18:17.361Z,"Kuril Islands",earthquake,8.1,4.7,0.029,402,reviewed,us,us
2016-01-30T00:08:50.680Z,6.2933,145.6518,10,5.1,mb,,26,7.291,0.64,us,us20004vpw,2016-02-14T06:13:32.187Z,"145km SSW of Elato, Micronesia",earthquake,7.4,1.8,0.053,117,reviewed,us,us
2016-01-29T21:34:38.430Z,-32.8993,-179.2468,102.97,4.5,mb,,138,3.814,1.42,us,us20004wuq,2016-02-16T01:28:57.103Z,"165km S of L'Esperance Rock, New Zealand",earthquake,8.6,8.8,0.104,27,reviewed,us,us
2016-01-29T21:08:01.070Z,-6.2725,154.9562,115.72,4.5,mb,,141,3.465,0.98,us,us20004wup,2016-02-16T00:34:37.292Z,"58km W of Panguna, Papua New Guinea",earthquake,10,7.8,0.121,20,reviewed,us,us
2016-01-29T20:07:15.080Z,-30.3374,-71.627,36.05,4.8,mwr,,118,0.335,1.08,us,us20004vly,2016-01-30T17:30:30.031Z,"50km SSW of Coquimbo, Chile",earthquake,4.8,4.3,0.043,51,reviewed,us,us
2016-01-29T19:06:34.600Z,-13.8204,167.2588,199.44,4.9,mb,,39,1.618,0.85,us,us20004vlp,2016-01-30T17:05:34.497Z,"32km WNW of Sola, Vanuatu",earthquake,9.5,5,0.056,100,reviewed,us,us
2016-01-29T17:32:31.950Z,0.9301,126.0938,10,5.2,mb,,26,1.282,1.04,us,us20004vj7,2016-01-30T16:24:01.786Z,"116km ESE of Bitung, Indonesia",earthquake,6,1.7,0.046,155,reviewed,us,us
2016-01-29T15:19:58.290Z,12.6781,143.9302,61.64,4.6,mb,,136,1.286,1.21,us,us20004vir,2016-01-29T23:22:24.811Z,"103km SW of Merizo Village, Guam",earthquake,11.3,13.5,0.141,15,reviewed,us,us
2016-01-29T07:11:19.280Z,1.7968,128.7178,7.75,4.8,mb,,104,1.691,0.66,us,us20004vfy,2016-02-20T13:36:40.925Z,"79km E of Tobelo, Indonesia",earthquake,7.6,4.9,0.093,36,reviewed,us,us
2016-01-29T07:07:56.620Z,1.6794,128.6489,59.95,4.8,mb,,109,1.567,1.09,us,us20004vfx,2016-02-19T13:50:34.028Z,"71km E of Tobelo, Indonesia",earthquake,9.1,8.2,0.09,38,reviewed,us,us
2016-01-29T05:27:43.520Z,-11.8043,166.7237,129.2,4.5,mb,,139,3.651,0.69,us,us20004wu5,2016-02-19T13:40:17.945Z,"154km SE of Lata, Solomon Islands",earthquake,13.4,5.5,0.18,9,reviewed,us,us
2016-01-29T04:37:57.670Z,12.5459,143.4878,10,4.6,mb,,88,1.698,0.72,us,us20004wu3,2016-02-18T06:22:25.653Z,"150km WSW of Merizo Village, Guam",earthquake,8.1,1.7,0.151,13,reviewed,us,us
2016-01-29T04:30:46.290Z,-58.9775,-25.8249,97.67,5.1,mb,,53,7.526,0.71,us,us20004vf6,2016-02-18T03:31:31.677Z,"40km E of Bristol Island, South Sandwich Islands",earthquake,10.6,4.7,0.07,65,reviewed,us,us
2016-01-29T02:29:14.680Z,19.3144,121.0913,10,5,mb,,47,3.485,1.14,us,us20004vec,2016-02-18T03:17:50.894Z,"78km N of Claveria, Philippines",earthquake,7.6,1.7,0.049,130,reviewed,us,us
2016-01-29T01:17:12.760Z,-3.7818,-80.8996,45.45,4.5,mb,,137,4.682,0.89,us,us20004ve1,2016-02-18T02:56:33.983Z,"27km WSW of Zorritos, Peru",earthquake,9.4,5.4,0.106,26,reviewed,us,us
2016-01-29T00:02:39.240Z,-11.4019,166.2289,61.95,5.2,mb,,42,4.131,0.75,us,us20004vdi,2016-02-14T05:01:03.246Z,"87km SSE of Lata, Solomon Islands",earthquake,8.4,5.3,0.044,171,reviewed,us,us
2016-01-28T21:07:32.890Z,18.3173,-72.4442,9.77,4.7,mb,,67,0.105,0.78,us,us20004wlv,2016-02-13T23:09:28.329Z,"10km NNW of Cayes Jacmel, Haiti",earthquake,5.5,3.6,0.153,13,reviewed,us,us
2016-01-28T20:47:27.820Z,38.2034,141.9152,37.85,4.6,mb,,130,0.949,0.87,us,us20004vcv,2016-02-24T00:38:24.228Z,"58km ESE of Ishinomaki, Japan",earthquake,7.3,7,0.132,17,reviewed,us,us
2016-01-28T20:03:03.250Z,-56.4578,-143.5954,10,5.1,mb,,69,33.698,1.36,us,us20004vc2,2016-02-23T22:12:23.998Z,"Pacific-Antarctic Ridge",earthquake,14.7,1.8,0.092,38,reviewed,us,us
2016-01-28T19:48:51.440Z,35.4704,-3.798,10,4.5,mb,,102,2.19,0.95,us,us20004vbu,2016-02-23T22:10:06.355Z,"27km NNE of Al Hoceima, Morocco",earthquake,5.3,1.8,0.073,54,reviewed,us,us
2016-01-28T09:09:12.880Z,14.9528,-94.31,40.78,4.6,mb,,160,2.476,1.27,us,us20004v9j,2016-01-29T00:47:52.318Z,"128km SSW of Paredon, Mexico",earthquake,9.1,5.1,0.039,196,reviewed,us,us
